stationReference,stationName,latitude,longitude,easting,northing
45164,Rainfall station,50.614674,-3.380154,302450.5077006026,80349.76652301798
45166,Rainfall station,50.859966,-3.239613,312850.5227581495,107449.70850007482
45167,Rainfall station,50.908664,-3.226683,313850.51341901784,112849.7126061879
45168,Rainfall station,50.973456,-3.383642,302950.56951303175,120249.70789270673
45169,Rainfall station,50.80015,-3.436698,298850.56865955424,101049.71596441822
45183,Rainfall station,51.114443,-3.795033,274450.5344359292,136549.61889053026
45184,Rainfall station,50.728619,-3.475599,295950.5629842237,93149.82389957784
45185,Rainfall station,51.046267,-3.459994,297750.5285864896,128449.65052273979
45186,Rainfall station,50.67998,-3.408962,300550.55617749604,87649.73837411369
45204,Rainfall station,50.816541,-3.085152,323650.5094194557,102449.73658330023
45208,Rainfall station,50.850579,-2.888483,337550.5600331018,106049.77441538108
45230,Rainfall station,50.753667,-3.256649,311450.54494632134,95649.74027502052
45231,Rainfall station,50.76725,-2.963477,332150.5519295984,96849.76057730262
45232,Rainfall station,50.882121,-3.092361,323250.52548535896,109749.71992595082
45236,Rainfall station,50.776987,-3.176428,317150.5415019126,98149.79312996798
45268,Rainfall station,50.701123,-3.117886,321150.5429456064,89649.83755221944
46100,Rainfall station,50.390977,-3.70144,279150.51560576144,55949.92984488723
46101,Rainfall station,50.393238,-3.731066,277050.5439716786,56249.9393141553
46103,Rainfall station,50.47913,-3.760983,275150.5233979301,65849.90410525311
46104,Rainfall station,50.53756,-3.702476,279450.53271763714,72249.81133635381
46106,Rainfall station,50.548234,-3.940001,262650.55045212817,73849.85099484028
46107,Rainfall station,50.58221,-3.897607,265750.5601729113,77549.8365417735
46108,Rainfall station,50.641897,-3.877381,267350.55581002496,84149.85785662595
46151,Rainfall station,50.26339,-3.811942,270950.5687281893,41949.92671746843
46160,Rainfall station,50.473478,-3.89184,265850.5256836821,65449.88191598188
46161,Rainfall station,50.384444,-3.523968,291750.5160864703,54949.87220954164
46167,Rainfall station,50.592206,-3.717163,278550.50612804305,78349.83863978069
46168,Rainfall station,50.680022,-3.738768,277250.5286675893,88149.7563553143
46169,Rainfall station,50.516559,-3.841369,269550.56554962933,70149.87008891518
463589,Rainfall station,51.758734,-2.612081,357850.5059701278,206849.36688523792
47101,Rainfall station,50.804076,-4.356504,234050.56016317,103149.70333432297
47105,Rainfall station,50.686858,-4.234529,242250.5314392571,89849.77267448492
47106,Rainfall station,50.562235,-4.481386,224350.54934978802,76549.7848620264
47108,Rainfall station,50.586706,-4.106872,250950.56458398126,78449.87174191668
47112,Rainfall station,50.440912,-4.010253,257350.50656552284,62049.86947043057
47113,Rainfall station,50.418385,-3.960029,260850.50883228664,59449.92312428043
47144,Rainfall station,50.677206,-4.612016,215550.5662663218,89649.74912917113
47155,Rainfall station,50.416367,-4.126049,249050.55604166078,59549.846695272354
47156,Rainfall station,50.700026,-4.056719,254850.50773827432,90949.78480576447
47157,Rainfall station,50.431628,-4.270363,238850.55962429103,61549.87324537069
47158,Rainfall station,50.771514,-4.228634,242950.51892063188,99249.71100877915
47159,Rainfall station,50.644847,-4.529589,221250.55794641512,85849.82778195439
47160,Rainfall station,50.877791,-4.488167,225050.53718272492,111649.6900724598
47161,Rainfall station,50.516447,-4.209541,243450.5314548832,70849.90991942518
47163,Rainfall station,50.366737,-4.230702,241450.53587027482,54249.971722946764
47164,Rainfall station,50.501188,-4.060758,253950.50951634682,68849.82613627278
47166,Rainfall station,50.549928,-3.999359,258450.5383185408,74149.88072541013
47167,Rainfall station,50.377366,-3.992093,258450.52854636792,54949.88674620404
47168,Rainfall station,50.660116,-4.359193,233350.527545628,87149.81288265376
47170,Rainfall station,50.546683,-4.319646,235750.54817450844,74449.81546302779
47176,Rainfall station,50.584943,-4.054524,254650.54224980134,78149.83301029459
475212_TG_354,Rainfall station,52.205774,-2.572843,360950.54914518044,256549.13971569567
48100,Rainfall station,50.127328,-5.568494,145050.51084063583,31349.953764953272
48102,Rainfall station,50.223298,-5.305022,164350.5426112097,41149.98751028355
48103,Rainfall station,50.1602,-5.114418,177650.537367793,33549.99120576394
48105,Rainfall station,50.303659,-5.098505,179450.50303171985,49449.93843289729
48106,Rainfall station,50.390633,-4.752406,204450.56211229344,58149.86881046351
48148,Rainfall station,50.171774,-5.437334,154650.50419204272,35850.01447594444
48155,Rainfall station,50.593242,-4.743017,205950.55697209435,80649.85806115005
48157,Rainfall station,50.286686,-4.810984,199850.52313481172,46749.97503877924
48159,Rainfall station,50.222785,-5.161963,174550.53086038775,40649.94995959154
48169,Rainfall station,50.191057,-5.514391,149250.52464424208,38250.014854165776
48170,Rainfall station,50.131262,-5.251088,167750.51337271338,30750.025027983495
48171,Rainfall station,50.035296,-5.208282,170350.5085082899,19950.089904412125
48180,Rainfall station,50.382625,-4.896844,194150.5513581924,57649.86018665036
48181,Rainfall station,50.339136,-4.836569,198250.54341907895,52649.927267021645
48182,Rainfall station,50.249425,-5.040268,183350.55321008177,43249.95267630767
48192,Rainfall station,50.238386,-5.248557,168450.549683318,42649.96712967901
48199,Rainfall station,50.356962,-4.730773,205850.52433607724,54349.88602630192
490001TP,Rainfall station,51.903913,0.021245,539150.5361918733,224749.2854044907
49101,Rainfall station,50.481782,-4.701312,208450.51684732563,68149.91477032096
49102,Rainfall station,50.382424,-4.56061,218050.54372222023,56749.92914673073
49104,Rainfall station,50.509966,-4.568918,217950.52257233072,70949.83561959064
49105,Rainfall station,50.558792,-4.637937,213250.5668172169,76549.8086205253
49106,Rainfall station,50.639798,-4.675005,210950.56617353082,85649.79449350193
49108,Rainfall station,50.733448,-4.549952,220150.50547016074,95749.81137579953
49147,Rainfall station,50.391624,-5.071876,181750.50287337517,59149.92555901186
49149,Rainfall station,50.679797,-4.695684,209650.53966449504,90149.76146967571
49151,Rainfall station,50.480775,-4.463019,225350.52994418427,67449.83011175759
49162,Rainfall station,50.438007,-4.948114,190750.56478839464,63949.90302176075
49171,Rainfall station,50.419841,-4.409173,228950.5564645594,60549.93860864381
49172,Rainfall station,50.589351,-4.830395,199750.5350082724,80449.86375599165
50101,Rainfall station,50.975364,-4.291091,239250.53570798648,122049.7181636502
50103,Rainfall station,50.880864,-4.152815,248650.53417535775,111249.68415130179
50105,Rainfall station,50.703195,-3.977548,260450.54718151578,91149.75019170887
50106,Rainfall station,50.737466,-3.91805,264750.51448712073,94849.73824389954
50108,Rainfall station,50.925011,-3.713738,279650.54298646154,115349.65368597925
50109,Rainfall station,50.985116,-3.661811,283450.51041353424,121949.63197674547
50110,Rainfall station,51.016891,-3.822629,272250.5046599527,125749.66368925452
50111,Rainfall station,51.163435,-3.937101,264650.5354315023,142249.55287122919
50112,Rainfall station,51.219415,-3.751859,277750.5075302658,148149.57830912794
50187,Rainfall station,50.909721,-4.380331,232750.56371950623,114949.6438797458
50188,Rainfall station,51.178491,-4.106562,252850.54982996374,144249.53350097442
50194,Rainfall station,51.024089,-4.236452,243250.50235454028,127349.62136689118
50199,Rainfall station,50.873373,-3.798545,273550.5429574073,109749.70290185326
510001,Rainfall station,51.838464,0.162023,549050.5641727439,217749.33342022455
51102,Rainfall station,51.117739,-3.349372,305650.53681916016,136249.5952563016
51124,Rainfall station,51.207152,-3.536655,292750.5427030303,146449.5486968922
51125,Rainfall station,51.193548,-3.612054,287450.5050932424,145049.6084496258
51126,Rainfall station,51.124753,-3.200962,316050.5213825572,136849.5585790169
51127,Rainfall station,51.163886,-3.611019,287450.53602835676,141749.57604541446
52100,Rainfall station,51.054044,-3.336105,306450.5256939942,129149.61680842095
52101,Rainfall station,50.971757,-3.122948,321250.5509341339,119749.64139012551
52102,Rainfall station,51.064754,-2.737025,348450.55124768603,129749.62897728065
52103,Rainfall station,50.902608,-2.632068,355650.5691054649,111649.75022056822
52105,Rainfall station,51.134741,-2.999693,330150.5363034928,137749.62673370514
52129,Rainfall station,50.875913,-2.981351,331050.5659861561,108949.69940885558
52147,Rainfall station,51.053779,-2.892367,337550.5665300834,128649.59174297031
52148,Rainfall station,50.853381,-2.745053,347650.50824084174,106249.70002103694
52149,Rainfall station,50.937299,-2.527224,363050.5309818985,115449.63576989072
52150,Rainfall station,51.128821,-3.323971,307450.5273596504,137449.6504472773
52201,Rainfall station,51.270102,-2.682969,352450.545748144,152549.5584557473
52203,Rainfall station,51.408672,-2.666341,353750.56425841985,167949.52975350662
52210,Rainfall station,51.116625,-2.434971,369650.52491547226,135349.63599368525
52222,Rainfall station,51.133861,-2.392257,372650.5235371082,137249.62067979618
52223,Rainfall station,51.393485,-2.917648,336250.5245412059,166449.4791517984
52224,Rainfall station,51.173877,-2.508462,364550.53991604975,141749.5532943042
52225,Rainfall station,51.260327,-2.806074,343850.5384355211,151549.57539003296
52227,Rainfall station,51.183161,-2.90631,336750.55326126685,143049.6286519292
52228,Rainfall station,51.440951,-2.8222,342950.5283982548,171649.47030677265
53100,Rainfall station,51.633453,-2.15382,389450.5589941956,192749.42756881146
53101,Rainfall station,51.602099,-2.455479,368550.5080106108,189349.4132718432
53102,Rainfall station,51.549024,-2.052583,396450.57054572756,183349.45438783584
53103,Rainfall station,51.530109,-1.896872,407250.5715036648,181249.46936807374
53104,Rainfall station,51.538159,-2.480793,366750.5118837291,182249.428021028
53106,Rainfall station,51.474338,-2.127367,391250.5454192505,175049.51528050302
53107,Rainfall station,51.416755,-2.485269,366350.5554147589,168749.49869713254
53108,Rainfall station,51.38314,-2.325412,377450.52754525084,164949.51272759805
53109,Rainfall station,51.360132,-2.138539,390450.55524086155,162349.51228599265
53110,Rainfall station,51.341928,-2.266258,381550.5162719182,160349.55067010384
531101,Rainfall station,51.633863,-2.371995,374350.5320154702,192849.4085079163
531108,Rainfall station,51.237472,-2.325815,377350.5175558779,148749.5224607378
53111,Rainfall station,51.315105,-2.495674,365550.5472084314,157449.52897756285
53113,Rainfall station,51.290973,-1.963375,402650.51546667266,154649.59776715955
53114,Rainfall station,51.230621,-2.486172,366150.5559041184,148049.5137724021
53115,Rainfall station,51.210084,-2.450167,368650.52552157565,145749.55807224778
531172,Rainfall station,51.277706,-2.608531,357650.536486756,153349.52859335553
531175,Rainfall station,51.546033,-2.267448,381550.5687961553,183049.44341451116
531178,Rainfall station,51.596598,-2.146477,389950.55241477076,188649.415836851
531179,Rainfall station,51.460233,-2.609517,357750.5334055472,173649.42257847154
531184,Rainfall station,51.236826,-2.216949,384950.5323753368,148649.58266433992
53159,Rainfall station,51.366659,-2.621201,356850.56048519077,163249.552552896
550148,Rainfall station,53.409248,-3.113909,326050.5275852814,390848.72978617065
551440,Rainfall station,53.276556,-2.854006,343150.53456053126,375848.70825693326
551706,Rainfall station,53.055708,-2.6691,355250.5253174453,351148.8320915279
552376,Rainfall station,52.965913,-2.459268,369250.52810673503,341048.9170428898
554472,Rainfall station,53.169907,-2.103919,393150.510325102,363648.76413634664
555207,Rainfall station,53.114913,-2.221812,385250.56442068395,357548.7791769965
558016,Rainfall station,53.24456,-1.997705,400250.53056047304,371948.76580502
558491,Rainfall station,53.38925,-1.919511,405450.53784097964,388048.67087660515
558844,Rainfall station,53.49079,-1.883147,407850.5412139952,399348.66043220565
559100R,Rainfall station,53.45937,-1.93444,404450.51215720875,395848.7193855918
559586,Rainfall station,53.534889,-2.012778,399250.5725633952,404248.6338601547
559969,Rainfall station,53.459311,-2.134747,391150.5424795495,395848.6561378255
560557,Rainfall station,53.431001,-2.352893,376650.536982501,392748.6648086083
560631,Rainfall station,53.718989,-2.194675,387250.55573023274,424748.57674035314
560943,Rainfall station,53.697953,-2.353609,376750.5420112436,422448.65258305887
561299,Rainfall station,53.65712,-2.049131,396850.53122826485,417848.64978329133
561613,Rainfall station,53.663285,-2.180798,388150.5454763622,418548.64687334636
562417,Rainfall station,53.60958,-2.440532,370950.5578362478,412648.67033439246
562656,Rainfall station,53.539768,-2.35078,376850.5150978111,404848.6880267696
562992_,Rainfall station,53.535499,-2.263235,382650.5499688912,404348.7168286665
563170,Rainfall station,53.53478,-2.162144,389350.5696654503,404248.6970413971
564154,Rainfall station,53.497891,-2.499671,366950.54674157174,400248.65740007773
564160,Rainfall station,53.381621,-2.570469,362150.5260441472,387348.69446564536
564595,Rainfall station,53.240041,-2.077118,394950.557226665,371448.8208208473
564769,Rainfall station,53.300189,-2.155251,389750.5552843477,378148.7772823167
567866,Rainfall station,53.460365,-2.916431,339250.5696542436,396348.6376268197
568363,Rainfall station,53.571911,-3.017001,332750.5318892782,408848.63729112846
569323,Rainfall station,53.678587,-2.942358,337850.5611996113,420648.5655229422
569709,Rainfall station,53.604601,-2.556847,363250.52291491226,412148.68153403373
569848,Rainfall station,53.58714,-2.633659,358150.5705367199,410248.5959231968
570099,Rainfall station,53.511139,-2.721493,352250.5429402849,401848.6329945146
570231,Rainfall station,53.596101,-2.789423,347850.53983931505,411348.6276274294
570788,Rainfall station,53.653543,-2.654324,356850.56112232234,417648.61104846606
571479,Rainfall station,54.217501,-2.3335,378350.5135210461,480248.3982275193
571894,Rainfall station,54.103514,-2.27294,382250.5463288954,467548.50845773437
573342,Rainfall station,53.986218,-2.429249,371950.56062381185,454548.500822658
573674,Rainfall station,53.971437,-2.529714,365350.52274188324,452948.55660677445
574656,Rainfall station,53.833251,-2.102519,393350.5210430589,437448.57896659616
574718,Rainfall station,53.851109,-2.196809,387150.52085796656,439448.5805674161
575335,Rainfall station,53.862447,-2.348914,377150.50975956453,440748.5683132847
575384,Rainfall station,53.790306,-2.422692,372250.526592171,432748.5916542093
575935,Rainfall station,53.694788,-2.486856,367950.55476751213,422148.55909495184
576578,Rainfall station,53.811772,-2.647675,357450.5312854186,435248.61882942537
576635,Rainfall station,53.774607,-2.703245,353750.5310511097,431148.56710265495
576925,Rainfall station,53.748659,-2.825643,345650.53168689884,428348.5537732762
577271,Rainfall station,53.783353,-2.991754,334750.54761855135,432348.5643876399
577417,Rainfall station,53.908061,-3.019063,333150.52593502187,446248.50717675633
577794,Rainfall station,53.986056,-2.662577,356650.5595769688,454648.45154074143
578009,Rainfall station,53.927308,-2.719516,352850.5625627881,448148.5722305561
579167,Rainfall station,53.897316,-2.901619,340850.5711438912,444948.5075103518
579623,Rainfall station,54.01325,-2.77441,349350.565303235,457748.4864442297
581159,Rainfall station,54.31472,-2.538727,365050.5315286726,491148.36874430056
582191,Rainfall station,54.144383,-2.433946,371750.5515019423,472148.45100517734
582837,Rainfall station,54.090487,-2.425739,372250.5390788598,466148.449947949
582970,Rainfall station,54.122231,-2.572947,362650.5153192352,469748.41943110694
583948,Rainfall station,54.064769,-2.863989,343550.5678601151,463548.4573984654
584772,Rainfall station,54.3319,-2.69427,354950.5292918727,493148.4141673026
585022,Rainfall station,54.440718,-2.825629,346550.5268537946,505348.374632193
585122,Rainfall station,54.406987,-2.892739,342150.5406581067,501648.33258102176
585512,Rainfall station,54.37577,-2.72272,353150.55684382585,498048.31379518856
586056,Rainfall station,54.264682,-2.808288,347450.548453584,485748.36150472204
586493,Rainfall station,54.246782,-2.923038,339950.532118091,483848.43216634623
586820,Rainfall station,54.444792,-3.103284,328550.54839121643,506048.3457716543
586898,Rainfall station,54.420708,-2.977801,336650.56267326797,503248.33101138874
587552,Rainfall station,54.313112,-2.946042,338550.55158645776,491248.433672831
588006,Rainfall station,54.378286,-3.103039,328450.5448909094,498648.32028418744
588705,Rainfall station,54.190769,-3.163942,324150.5482641831,477848.481369621
588886,Rainfall station,54.136092,-3.238939,319150.5474427846,471848.4339071197
589359,Rainfall station,54.342135,-3.21744,320950.54875326046,494748.4283508266
591419,Rainfall station,54.427181,-3.488178,303550.5602405083,504548.3184846885
591642,Rainfall station,54.525099,-3.417569,308350.55290005915,515348.319807489
591878,Rainfall station,54.529816,-3.545999,300050.5234789632,516048.25664119417
592158,Rainfall station,54.498215,-3.557159,299250.5379705528,512548.2638599117
592448,Rainfall station,54.498872,-3.181948,323550.5156397742,512148.3417773922
592464,Rainfall station,54.511299,-3.197753,322550.51466331014,513548.3458574876
592848,Rainfall station,54.532336,-3.062374,331350.5086593843,515748.2702096777
592860,Rainfall station,54.56648,-3.063261,331350.56465558556,519548.2631607952
593362,Rainfall station,54.614148,-3.157414,325350.52141252684,524948.3064629263
593893,Rainfall station,54.703741,-3.274806,317950.5676652902,535048.2739963961
594202,Rainfall station,54.58826,-3.316076,315050.5109584602,522248.2445070847
595273,Rainfall station,54.760082,-3.214413,321950.56933475094,541248.2649343192
596026,Rainfall station,54.849851,-3.310562,315950.5079873425,551348.1512574705
596791,Rainfall station,54.843273,-3.064299,331750.5653402356,550348.1738520402
597519,Rainfall station,54.362171,-2.342366,377850.5338255164,496348.38733262324
598147,Rainfall station,54.504409,-2.241634,384450.544994228,512148.2900931311
598691,Rainfall station,54.569482,-2.432265,372150.5446887014,519448.2921771711
598928,Rainfall station,54.524262,-2.505948,367350.5154879149,514448.3476114314
600140,Rainfall station,54.500172,-2.930285,339850.53861074965,512048.33066758123
600683,Rainfall station,54.592579,-2.950962,338650.5528018857,522348.2622484539
600735,Rainfall station,54.630789,-2.88989,342650.529363715,526548.2298474561
600986,Rainfall station,54.497275,-2.692439,355250.5243526425,511548.3334672982
601304,Rainfall station,54.536396,-2.762648,350750.56352201896,515948.35894917225
602253,Rainfall station,54.779014,-2.608625,360950.5616609976,542848.239577131
603111,Rainfall station,55.093207,-2.481773,369350.5234303569,577748.1157027448
603315,Rainfall station,55.026371,-2.560748,364250.54823027446,570348.1245785861
604040,Rainfall station,54.876682,-2.663085,357550.5413995136,553748.1780479007
604742,Rainfall station,54.670137,-2.788412,349250.5216146183,530848.3100651798
605382,Rainfall station,54.680261,-2.999541,335650.52277422574,532148.2028548325
605936,Rainfall station,54.716254,-2.87779,343550.54442205693,536048.2596717465
606299,Rainfall station,54.899013,-2.953493,338950.5538771942,556448.1527678382
613467,Rainfall station,55.005582,-2.999799,336150.5181691747,568348.1172172434
613905,Rainfall station,55.089491,-2.693238,355850.5343608079,577448.1369408062
920359,Rainfall station,55.553328,-1.997587,400250.5638776482,628848.0507884981
921083,Rainfall station,55.502931,-2.138485,391350.5246776625,623248.011099823
924203,Rainfall station,55.765373,-2.031043,398150.56838296435,652447.9140855399
Coldw1,Rainfall station,53.823309,-2.154144,389950.51194747136,436348.5835739099
E10000,Rainfall station,50.950807,-0.528647,503450.53316097934,117849.65491576248
E10120,Rainfall station,51.120939,-0.616127,496950.52509259095,136649.59577277617
E10130,Rainfall station,51.185738,-0.408138,511350.5132458319,144149.5680506731
E10140,Rainfall station,51.023941,-0.551999,501650.5626236105,125949.6631571104
E10360,Rainfall station,51.037622,-0.899591,477250.55609331094,127049.60181846292
E10370,Rainfall station,50.999633,-0.78648,485250.53197901056,122949.64460697076
E1039,Rainfall station,53.102452,0.317508,555250.5552128335,358648.85199689434
E10450,Rainfall station,50.933357,-0.647317,495150.5523497883,115749.68753934168
E10500,Rainfall station,51.000801,-0.904738,476950.52620651224,122949.6132994349
E10510,Rainfall station,51.053802,-0.642384,495250.57784919086,129149.59293272554
E11040,Rainfall station,50.889075,-0.881768,478750.5518256206,110549.69073393292
E11060,Rainfall station,50.853543,-0.666675,493950.56209978723,106849.70558855098
E11080,Rainfall station,50.828064,-0.805132,484250.54036633915,103849.71802896245
E11120,Rainfall station,50.78281,-0.694221,492150.5798444656,98949.72453987684
E11191,Rainfall station,50.923464,-0.81265,483550.5326366888,114449.6483833708
E11461,Rainfall station,50.902688,-1.10472,463050.50910937786,111849.7199847639
E11470,Rainfall station,50.852298,-0.990615,471150.5279709479,106349.76937488689
E11480,Rainfall station,51.253545,-1.255547,452050.53150513157,150749.57668301152
E1179,Rainfall station,52.456899,-1.052938,464450.5344776149,284749.08497130644
E11820,Rainfall station,50.828711,-1.195588,456750.52765719924,103549.77789816087
E12160,Rainfall station,50.942234,-1.227791,454350.5506446991,116149.66799227164
E12560,Rainfall station,51.006173,-1.114132,462250.53464863123,123349.62618354817
E12570,Rainfall station,51.008538,-1.335019,446750.5091960061,123449.66122353614
E12580,Rainfall station,51.089429,-1.328148,447150.56062074716,132449.62624758994
E12821,Rainfall station,51.085476,-1.13689,460550.5334198449,132149.60278408468
E1290,Rainfall station,51.236919,-0.046806,536450.5641353439,150449.54018030022
E1300,Rainfall station,51.141861,-0.009362,539350.5704333455,139949.59974281362
E1320,Rainfall station,51.202399,0.077705,545250.5206404311,146849.52634101853
E13261,Rainfall station,50.788809,-1.033124,468250.5657927761,99249.7517239357
E13560,Rainfall station,50.993139,-1.491976,435750.51261906396,121649.62372110349
E13580,Rainfall station,51.103128,-1.562184,430750.5668094711,133849.61561819637
E13590,Rainfall station,50.953747,-1.533691,432850.5733632975,117249.672909253
E13600,Rainfall station,50.880106,-1.558591,431150.517483649,109049.68844974387
E13980,Rainfall station,51.218761,-1.473747,436850.5701664707,146749.58195571153
E14080,Rainfall station,51.252655,-1.256994,451950.55007760326,150649.57788891997
E14420,Rainfall station,50.824355,-1.559116,431150.55778094317,102849.759265013
E14430,Rainfall station,50.760875,-1.670302,423350.51762891427,95749.81460308352
E14440,Rainfall station,50.744376,-1.57404,430150.56984781584,93949.75054869227
E1457,Rainfall station,53.275431,-0.63753,490950.57629966765,376248.7142465422
E14850,Rainfall station,50.626578,-1.225903,454850.5144819714,81049.8321093568
E14880,Rainfall station,50.671665,-1.399223,442550.53779508045,85949.80307879597
E14893,Rainfall station,50.754772,-1.304596,449150.5567807131,95249.78013917117
E14900,Rainfall station,50.677559,-1.505295,435050.57324711315,86549.81294948999
E14910,Rainfall station,50.722216,-1.142162,460650.5444736999,91749.81075685377
E14920,Rainfall station,50.691845,-1.308358,448950.5510225557,88249.80254474828
E14930,Rainfall station,50.623497,-1.307947,449050.5528723903,80649.85195657407
E14940,Rainfall station,50.681247,-1.198111,456750.52392399166,87149.8240680119
E15500,Rainfall station,51.435174,0.135731,548550.5441279024,172849.43950747076
E15510,Rainfall station,51.307175,0.102521,546650.5138882602,158549.47433130204
E15520,Rainfall station,51.395266,0.296316,559850.5500421298,168749.5112221436
E15720,Rainfall station,51.291987,0.195058,553150.543920822,157049.49696392243
E160,Rainfall station,51.384733,0.626364,582850.5225750196,168349.46530702797
E1606,Rainfall station,52.930882,-0.4014,507550.5221026924,338248.93491234176
E1613,Rainfall station,53.397417,-0.269659,515150.5471878709,390348.7194003258
E1645,Rainfall station,53.664551,-0.343494,509550.5594281498,419948.5924336683
E1681,Rainfall station,51.067661,0.215829,555350.5338046924,132149.58698923138
E1691,Rainfall station,51.100206,0.007416,540650.5306454179,135349.6678073068
E1700,Rainfall station,51.046446,0.196269,554050.5396646794,129749.61063323879
E1716,Rainfall station,52.434206,-0.92251,473350.5765434032,282349.0820211599
E1815,Rainfall station,53.041102,-0.374951,509050.53597506543,350548.8892918495
E19017,Rainfall station,52.058925,0.296651,557550.5349978226,242549.2574607272
E1908,Rainfall station,53.316679,-0.344986,510350.52566759614,381248.75564471737
E1928,Rainfall station,53.135319,-0.008131,533350.5372826208,361648.8042502787
E1965,Rainfall station,52.5771,-0.125035,527150.5673295221,299349.0279543241
E1966,Rainfall station,52.5771,-0.125035,527150.5673295221,299349.0279543241
E1971,Rainfall station,52.452473,-0.605675,494850.55227519426,284749.1044727144
E1976,Rainfall station,52.615107,-0.675844,489750.5189128633,302748.96556244564
E1980,Rainfall station,52.24053,-1.091234,462150.51217705675,260649.12386104654
E2040,Rainfall station,51.138337,0.459382,572150.5516763447,140549.62331141008
E2050,Rainfall station,51.098285,0.395836,567850.5693979663,135949.57123252738
E21018,Rainfall station,51.587908,0.506691,573750.5769763195,190649.42294477313
E21096,Rainfall station,52.583985,0.346152,559050.5644224113,301048.9733886205
E21179,Rainfall station,51.636308,0.385069,565150.5244350396,195749.41845194835
E21234,Rainfall station,52.633846,1.556421,640750.5698308191,309948.99138622783
E21288,Rainfall station,52.447056,1.60611,645150.5375853098,289349.03453513933
E21326,Rainfall station,52.428551,-0.353448,512050.5277128826,282449.0590218235
E21335,Rainfall station,52.132397,-0.953181,471750.55427535396,248749.18092157884
E21589,Rainfall station,52.080162,1.29614,625950.5564589633,247549.22426554357
E21602,Rainfall station,51.733425,0.429285,567850.5590799771,206649.37730569235
E21637,Rainfall station,52.269301,0.00265,536750.5521505482,265349.1607941742
E21870,Rainfall station,52.684352,0.927128,597950.5174351657,313649.0102177868
E22205,Rainfall station,52.121748,-0.215784,522250.5210122024,248549.2153892536
E22218,Rainfall station,52.295794,-0.512351,501550.54845940304,267449.13912462885
E22231,Rainfall station,51.999613,-0.629985,494150.5732017694,234349.28173192442
E22244,Rainfall station,52.202674,-0.045714,533650.5445095948,257849.12969692043
E22268,Rainfall station,52.041145,0.142627,547050.5358278825,240249.27586062893
E22283,Rainfall station,52.402761,0.279187,555150.5294933266,280749.0587394588
E22309,Rainfall station,52.426228,0.740815,586450.5793841449,284449.058893531
E22322,Rainfall station,52.227467,0.741731,587350.5373774669,262349.1641645896
E22400,Rainfall station,52.177103,0.456319,568050.562530956,256049.22334775707
E22486,Rainfall station,51.990419,0.395105,564550.5474159959,235149.19499976956
E22683,Rainfall station,51.971772,0.940138,602050.5212903179,234449.25640847333
E22735,Rainfall station,51.998223,0.579089,577150.5511931465,236449.20708200088
E22876,Rainfall station,51.736858,0.480165,571350.5818338093,207149.34444754038
E2316,Rainfall station,52.810264,-0.528974,499250.5433304798,324648.9836997516
E23205,Rainfall station,52.470804,1.73914,654050.5557711436,292449.01446057635
E2331,Rainfall station,52.473204,-0.862668,477350.56089761027,286749.11485468777
E23392,Rainfall station,52.835301,0.858574,592650.5629700469,330248.9037609859
E23420,Rainfall station,52.77483,1.151185,612650.5662560619,324348.9926377539
E23440,Rainfall station,52.825263,1.408721,629750.5422682043,330748.94929775596
E23470,Rainfall station,52.191671,1.4844,638250.5708399188,260549.1923498989
E23487,Rainfall station,52.153042,1.061731,609550.5147505092,254949.20293408702
E23518,Rainfall station,52.603459,1.16988,614750.5177575652,305348.97647668613
E23633,Rainfall station,51.996269,-0.242627,520750.5150670692,234549.29141537755
E23646,Rainfall station,52.571992,0.124144,544050.5436988462,299248.9877694905
E2365,Rainfall station,52.632078,-0.313309,514250.51774108,305149.00879999966
E23717,Rainfall station,52.132732,-0.418436,508350.56291100703,249449.1584674328
E2382,Rainfall station,52.332215,-0.788506,482650.54391474515,271149.14714713173
E2400,Rainfall station,51.096946,0.544313,578250.5315089192,136149.6157629429
E2410,Rainfall station,51.204793,0.588909,580950.5133437929,148249.57400754775
E2416,Rainfall station,52.808243,-0.129942,526150.5340751009,325048.9485793345
E24187,Rainfall station,52.218546,1.268312,623350.5600296005,262849.11957567313
E24195,Rainfall station,52.103622,0.807145,592350.5172390516,248749.1454464604
E2420,Rainfall station,51.130083,0.749109,592450.5226643523,140349.58963812434
E24238,Rainfall station,52.323011,-0.206231,522350.51600694016,270949.1622747255
E24289,Rainfall station,52.172202,0.251294,554050.5325405116,255049.12709416635
E2433,Rainfall station,52.296783,-0.670693,490750.5572760292,267349.12605664734
E24506,Rainfall station,52.898685,0.4791,566850.5644516735,336348.8652266459
E2463,Rainfall station,52.665732,-0.158215,524650.5320802176,309149.00889999594
E24632,Rainfall station,52.342401,-0.067451,531750.5419073638,273349.11232086044
E24703,Rainfall station,52.023252,-1.13062,459750.57072228065,236449.2864711429
E24712,Rainfall station,52.016759,-0.488107,503850.5451089265,236449.23041094377
E24718,Rainfall station,52.29472,0.332298,559150.5816509587,268849.11970709905
E24727,Rainfall station,52.7599,0.536425,571250.5336072753,321048.894279507
E24732,Rainfall station,52.516458,0.988183,602850.5679143312,295149.0733322269
E24737,Rainfall station,52.32454,0.894501,597350.559858248,273549.1258534293
E24746,Rainfall station,52.089557,-0.0565,533250.5250282139,245249.21642368438
E24751,Rainfall station,52.46533,0.054229,539650.5433849477,287249.08498559217
