dateTime,stationReference,parameter,qualifier,unitName,value,latitude,longitude,easting,northing
2023-10-20 23:45:00+00:00,0390TH,level,Stage,mASD,2.661,51.64017,-1.826539,412100.5083240197,193499.44816855577
2023-10-20 23:45:00+00:00,E72439,level,Tidal Level,mAOD,1.029,51.211131,-4.112362,252549.50952604468,147890.55978556312
2023-10-20 23:45:00+00:00,3210TH,level,Stage,mASD,0.477,51.144764,-0.19953,526040.5434863342,139929.6397678148
2023-10-20 23:45:00+00:00,151816001,level,Stage,mASD,0.379,50.968109,-1.497147,435406.57442678313,118863.65644457602
2023-10-20 23:45:00+00:00,4314TH,level,Stage,mASD,0.937,51.385199,0.047688,542586.5803897391,167117.53127682785
2023-10-20 23:45:00+00:00,2406TH,level,Stage,mASD,0.255,51.296962,-1.056426,465884.5429069192,155737.55033370393
2023-10-20 23:45:00+00:00,4060,level,Stage,mASD,1.334,53.024857,-1.028024,465290.5603166402,347948.88228438294
2023-10-20 23:45:00+00:00,1090_w1TH,level,Stage,mASD,3.796,51.713499,-1.420988,440100.5195708826,201799.40750278768
2023-10-20 23:45:00+00:00,E6780,rainfall,Tipping Bucket Raingauge,mm,0.0,50.885427,0.672112,588050.5157979423,112949.69044927378
2023-10-20 23:45:00+00:00,E3281,rainfall,Tipping Bucket Raingauge,mm,0.0,51.324099,0.908555,602750.5525076287,162349.47684609127
2023-10-20 23:45:00+00:00,000900,rainfall,Tipping Bucket Raingauge,mm,0.2,55.591879,-1.854785,409250.5700793856,633148.0326076475
2023-10-20 23:45:00+00:00,4159,level,Stage,mASD,0.94,52.970005,-2.073464,395163.5090412224,341407.8680392879
2023-10-20 23:45:00+00:00,2935TH,level,Stage,mASD,-1.406,51.410875,-0.515797,503320.5320454618,169028.47003177548
2023-10-20 23:45:00+00:00,3999,rainfall,Tipping Bucket Raingauge,mm,0.2,52.564065,-1.199634,454350.53861272096,296548.9872616617
2023-10-20 23:45:00+00:00,E72039,level,Tidal Level,mAOD,0.78,50.608501,-2.447945,368399.55368215,78849.81005285293
2023-10-20 23:45:00+00:00,E2043,level,Stage,mASD,0.313,52.845991,-0.100848,528000.5411710197,329298.87576201884
2023-10-20 23:45:00+00:00,E2608,level,Stage,mASD,0.205,52.671948,-0.303639,514800.53417523217,309598.9322829054
2023-10-20 23:45:00+00:00,2671,level,Stage,mASD,0.459,51.883138,-2.061691,395850.560603998,220510.3450567172
2023-10-20 23:45:00+00:00,E19035,level,Stage,mASD,0.895,52.197227,0.087527,542772.5535711283,257497.18358657716
2023-10-20 23:45:00+00:00,4868TH,level,Stage,mASD,0.792,51.875292,-0.062702,533460.5471007257,221409.343357026
2023-10-20 23:45:00+00:00,276956TP,rainfall,Tipping Bucket Raingauge,mm,0.0,51.828295,-0.446536,507150.5640982858,215549.37345901548
2023-10-20 23:45:00+00:00,2904TH,level,Downstream Stage,mASD,3.24,51.382892,-0.458071,507400.5213246351,165999.46968396867
2023-10-20 23:45:00+00:00,2627,level,Stage,mASD,1.583,52.352672,-1.567041,429586.5470647887,272822.1431945304
2023-10-20 23:45:00+00:00,016140,rainfall,Tipping Bucket Raingauge,mm,0.2,54.960162,-2.160033,389850.570717536,562848.1214587782
2023-10-20 23:45:00+00:00,578009,rainfall,Tipping Bucket Raingauge,mm,0.0,53.927308,-2.719516,352850.5625627881,448148.5722305561
2023-10-20 23:45:00+00:00,014555,rainfall,Tipping Bucket Raingauge,mm,0.0,54.97002,-2.500603,368050.5656547765,564048.1425105275
