dateTime,stationReference,parameter,qualifier,unitName,value
2021-10-10T00:00:00Z,1923TH,level,Stage,mASD,0.751
2021-10-10T00:00:00Z,1925TH,level,Stage,mASD,1.072
2021-10-10T00:00:00Z,1930,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1930TH,level,Stage,mASD,1.194
2021-10-10T00:00:00Z,1961TH,level,Stage,mASD,1.33
2021-10-10T00:00:00Z,1980TH,level,Stage,mASD,4.503
2021-10-10T00:00:00Z,1984TH,level,Stage,mASD,1.067
2021-10-10T00:00:00Z,1990TH,level,Stage,mASD,1.36
2021-10-10T00:00:00Z,1993TH,level,Stage,mASD,0.772
2021-10-10T00:00:00Z,1995TH,level,Stage,mASD,0.087
2021-10-10T00:00:00Z,2001,level,Stage,mASD,0.664
2021-10-10T00:00:00Z,2001TH,level,Stage,mASD,0.232
2021-10-10T00:00:00Z,2002,level,Stage,mASD,0.553
2021-10-10T00:00:00Z,2002SO,level,Stage,mASD,0.254
2021-10-10T00:00:00Z,2002TH,level,Stage,mASD,0.078
2021-10-10T00:00:00Z,2003TH,level,Stage,mASD,0.094
2021-10-10T00:00:00Z,2004,level,Stage,mASD,0.349
2021-10-10T00:00:00Z,2004TH,level,Stage,mASD,0.09
2021-10-10T00:00:00Z,2005,level,Stage,mASD,1.203
2021-10-10T00:00:00Z,2008,level,Stage,mASD,0.59
2021-10-10T00:00:00Z,2010,level,Stage,mASD,0.358
2021-10-10T00:00:00Z,2011,level,Stage,mASD,0.201
2021-10-10T00:00:00Z,2012,level,Stage,mASD,0.443
2021-10-10T00:00:00Z,2015,level,Stage,mASD,0.205
2021-10-10T00:00:00Z,2016,level,Stage,mASD,0.255
2021-10-10T00:00:00Z,2017,level,Stage,mASD,0.374
2021-10-10T00:00:00Z,2018,level,Stage,mASD,0.172
2021-10-10T00:00:00Z,2019,level,Stage,mASD,0.208
2021-10-10T00:00:00Z,2020,level,Stage,mASD,0.143
2021-10-10T00:00:00Z,2020TH,level,Stage,mASD,0.118
2021-10-10T00:00:00Z,2023,level,Stage,mASD,0.195
2021-10-10T00:00:00Z,2024,level,Stage,mASD,0.191
2021-10-10T00:00:00Z,2027,level,Stage,mASD,0.179
2021-10-10T00:00:00Z,2029,level,Stage,mASD,0.55
2021-10-10T00:00:00Z,2032,level,Stage,mASD,0.626
2021-10-10T00:00:00Z,2034,level,Stage,mASD,0.124
2021-10-10T00:00:00Z,2036,level,Stage,mASD,0.081
2021-10-10T00:00:00Z,2038,level,Stage,mASD,0.457
2021-10-10T00:00:00Z,2039,level,Stage,mASD,0.547
2021-10-10T00:00:00Z,2040,level,Stage,mASD,0.191
2021-10-10T00:00:00Z,2046,level,Stage,mASD,0.088
2021-10-10T00:00:00Z,2048,level,Stage,mASD,0.132
2021-10-10T00:00:00Z,2049,level,Stage,mASD,0.203
2021-10-10T00:00:00Z,2050,level,Stage,mASD,0.344
2021-10-10T00:00:00Z,2052,level,1,mASD,0.228
2021-10-10T00:00:00Z,2054,level,Stage,mASD,0.946
2021-10-10T00:00:00Z,2057,level,Stage,mASD,1.587
2021-10-10T00:00:00Z,2063,level,Stage,mASD,0.192
2021-10-10T00:00:00Z,2067,level,Stage,mASD,1.116
2021-10-10T00:00:00Z,2071,level,Stage,mASD,1.839
2021-10-10T00:00:00Z,2077,level,Stage,mASD,0.761
